# SERVED MODEL: claude-opus-5-5 — X.W12U.s1 disposition slice (182 supplement rows, .s1 pages). Built by build-s1.py.
id	sev	page	owner	s1_disposition	evidence_or_route	title
UIA-V-396	MEDIUM	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	Config slider tracks are heavy flat slabs with no filled range
UIA-V-397	MEDIUM	blob-view	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	Row readout is tiny and follows the label instead of sitting in a right-aligned column
UIA-V-398	MEDIUM	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	Copy JSON now confirms ('Copied'); Reset still says nothing and cannot be undone	Copy JSON / Reset give no feedback; Reset also overwrites the live palette feed and cannot be undone
UIA-V-399	MEDIUM	blob-view	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	Action bar: ghost buttons nested as pills inside a pill dock, with a grey slab that does not fit the button shape
UIA-V-400	MEDIUM	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Top-of-page transition after an action leaves blank picker and blob frames; dock stays collapsed
UIA-V-401	MEDIUM	blob-view	CONSUMER	CURED-AT-HEAD	source read ConfigSliderPane.vue:171-179 — both action Buttons carry no retired `variant` (a code-shape row; no served witness applies)	The action buttons carried a retired prop; glass Button speaks emphasis, not variant
UIA-V-402	MEDIUM	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Picker card loses its hard offset shadow and its spectrum during the condense transition
UIA-V-459	MEDIUM	pointer-debug-overlay	CONSUMER	DEDUPE A2-VA-L1-24 → .k	PointerDebugOverlay chrome	Overlay is hand-rolled chrome: literal rgba/hex palette, hardcoded font stack, theme-blind, no glass primitives
UIA-V-461	LOW	app-ground-atmosphere	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	One navigation runs on three different clocks (ground 200 ms, accent sweep 550 ms, pane plate 440 ms)
UIA-V-463	LOW	app-ground-atmosphere	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	The pane-header motion census reports NaN ms durations
UIA-V-466	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Rail states: nothing is selected at load, and the active WatercolorDot crosses the rail edge at 390
UIA-V-467	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	The spectrum handle collides with the readout's comma at 1440
UIA-V-468	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Uneven readout punctuation: the '%' unit sits between the figure and the comma
UIA-V-469	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	About pane: hard header band plus a nested bordered Definition card inside the card
UIA-V-470	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	390 About card shows a skeleton placeholder in the default frame
UIA-V-471	LOW	home-picker	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Edit box persists into later states (focus not released)
UIA-V-481	LOW	color-space-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	HSV and Kelvin captions use a different format from the other 16 rows
UIA-V-482	LOW	color-space-select	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	Opening the list collapses the dock to a dot at 1440 but not at 390
UIA-V-483	LOW	color-space-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	The About pane host shows the browser's default blue square focus outline
UIA-V-484	LOW	color-space-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	The error boundary shows a raw absolute filesystem URL in an uncarded layout
UIA-V-486	LOW	dock-main	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Tools layer-swap arrow reads as solid black; the three triggers use three different disclosure glyphs
UIA-V-487	LOW	dock-main	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	390 kebab speaks foreground ink while its siblings speak the accent
UIA-V-488	LOW	dock-main	CONSUMER	CURED 895f9318	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	Admin view list uses the same Tag glyph for two destinations (Names, Tags)
UIA-V-489	LOW	dock-main	CONSUMER	CURED 0bd1ec98	W12U-evidence/s/probe-view-select HEAD RED → GREEN light+dark	Hand-rolled divider in the view-select menu
UIA-V-490	LOW	dock-main	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Action-bar hover tooltip renders as a large card over the pane; the action buttons sit on a 4px radius inside the stadium dock
UIA-V-491	LOW	dock-main	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	root CURED with V-6 (7af81708: the ink exists); the collapse-morph frames were not re-read	Seal-ink contract also fails DURING the collapse morph: the only view glyph visible in the collapse is the leaving Home trigger ghosting over the wax, not the seal ink
UIA-V-492	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Three ink voices in one 8-row menu, and the Palettes ramp nearly disappears in dark
UIA-V-493	LOW	dock-view-select	CONSUMER	CURED 895f9318	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	Names and Tags share the Tag icon; Users reuses the admin-mode Shield
UIA-V-494	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Admin list mixes moderation views and tuning panes without grouping
UIA-V-495	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	text-small on SelectGroup is dead styling
UIA-V-496	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	the popover's glass samples the WebGL hero (the veil is glass's O-62 recut in 10.x); consumer half is the stacking	Popover glass picks up the WebGL blob as a grey smudge inside the plate
UIA-V-497	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	Conflicting shadow directions: the popover casts down-left (canon), the picker card beside it casts down-right
UIA-V-498	LOW	dock-view-select	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Error boundary shows a raw /@fs filesystem URL to the user (seen while the dev server re-optimized deps)
UIA-V-499	LOW	dock-view-select	CONSUMER	DEDUPE A2-VA-L2-3 → glass O-74	admin plate max-height	Admin plate is 3px from its max-height; one more admin view would make it scroll
UIA-V-501	LOW	dock-action-bar-color	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Seat click feedback is hand-written keyframes on --ease-standard, not the spring vocabulary
UIA-V-502	LOW	dock-action-bar-color	CONSUMER	CURED f1bb2095	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	The hidden Tools trigger stays in the accessibility tree on views with no action bar
UIA-V-503	LOW	dock-action-bar-color	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	The retired ActionToolbar.vue is still in the tree
UIA-V-504	LOW	dock-action-bar-color	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	Inactive-layer controls are still hit-testable during and after a layer swap
UIA-V-505	LOW	dock-color-input	CONSUMER	CURED 1ff0ee82	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	Spellcheck, autocorrect and autocapitalize are live on a CSS-literal field
UIA-V-506	LOW	dock-color-input	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Right-edge mask fades the resting value under the send arrow
UIA-V-507	LOW	dock-color-input	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	The crown indicator and the send arrow are both absolutely seated at the field's right edge and will overlap
UIA-V-508	LOW	dock-color-input	CONSUMER	CURED cbe5a88a	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	Enter and the 2 s debounce double-fire the same parse
UIA-V-509	LOW	dock-color-input	CONSUMER	CURED c91f8ac0	W12U-evidence/s/probe-dock-low HEAD RED → GREEN light+dark	Dead injections and prop on ColorInput
UIA-V-510	LOW	dock-slug-edit-layer	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	The slug and admin labels are hand-rolled .slug-pill stadiums with inline literal colors, not glass Badge
UIA-V-513	LOW	dock-slug-edit-layer	CONSUMER	CURED 6bd9ff79	W12U-evidence/s/probe-slug E (no Generate seat) HEAD RED → GREEN light+dark	The Tab order from the empty field at 390 skips the disabled submit and lands on the destructive Generate
UIA-V-514	LOW	dock-mobile-menu	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Four type voices in one 215px menu, and the content's `font-display` class has no effect
UIA-V-515	LOW	dock-mobile-menu	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	The slug chip is a hand-rolled stadium `.slug-pill` recipe, not the glass Badge
UIA-V-517	LOW	dock-mobile-menu	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	Regenerate row keeps a heavy accent focus/highlight ring after @select.prevent, so the verdict row reads as if it were attached to a selected control
UIA-V-518	LOW	dock-profile-menu	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	'Regenerate slug' is an identity-destroying act styled as a peer command; its muted class is dead
UIA-V-519	LOW	dock-profile-menu	CONSUMER	CURED c20a7c03	W12U-evidence/s/probe-login-stays HEAD RED → GREEN light+dark	Signing in with a slug yanks the view to Palettes
UIA-V-520	LOW	dock-profile-menu	GLASS+CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class) · glass half O-59 (relayed)	At 390 the dropdown hugs the viewport's left edge (x≈0) with no 16px side gutter
UIA-V-521	LOW	dock-mbabb-menu	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	DropdownMenuContent corner is 12px (panel rung), not the popover/card rung, and it sits outside the overlay-plate family that Select uses
UIA-V-531	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Escape first closes the seat's hover card, not the open drawer; the card paints above the modal backdrop
UIA-V-532	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Seat hints use a hover Popover card instead of the glass Tooltip, and pop up unprompted
UIA-V-533	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Icon and wording collisions in the verb set
UIA-V-534	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	Verb messages are inconsistent: the export message shows an internal id, and the Remix failure uses different words
UIA-V-535	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Glass dock cuts a seat in half at the scroll edge with no scroll cue
UIA-V-536	LOW	palette-scene-actions	CONSUMER	HONEST-RED W12U-S1-CARRY → .k	open at HEAD; not cured in .s1 (routed by class)	The glass dock's overflow='wrap' is not used by the consumer
UIA-V-619	LOW	blob-view	CONSUMER	DEDUPE A2-VA-L3-6 → HELD for glass §11 (.h)	section title = row label size	Section titles and row labels are the same size; the header dwarfs a pane of tiny controls
UIA-V-620	LOW	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	No in-scene route back to Home
UIA-V-621	LOW	blob-view	CONSUMER	HONEST-RED W12U-S1-CARRY → .h	open at HEAD; not cured in .s1 (routed by class)	Dock shows 'Login' and '@mbabb' side by side
UIA-V-675	LOW	pointer-debug-overlay	CONSUMER	DEDUPE A2-VA-L1-24 → .k	debug chip	Collapsed chip reads as a pill (12px radius on a ~30px-tall chip), against the owner's 'too rounded pills' edict
UIA-V-H1	LOW	dock-color-input	CONSUMER	HONEST-RED W12U-S1-CARRY → .m	open at HEAD; not cured in .s1 (routed by class)	Entering propose mode can scroll the page (focus without preventScroll), clipping the dock top
